Station Name,Street Address,City,State,ZIP,Status Code,Latitude,Longitude,ID,Open Date,EV Connector Types,Country,Access Code
LINC SQUARE EXP LSS P2 92-93,500 Bellevue Way NE,Bellevue,WA,98004,E,47.614649,-122.200751,99410,,J1772,US,public
ELUMINOCITY ZOO OTTER DB57,601 N 59th St,Seattle,WA,98103,E,47.670332,-122.353606,99587,,J1772,US,public
DC CORRIDOR SEAHAWK 12A,338 Weller St Bridge,Seattle,WA,98134,E,47.597446,-122.330456,99591,,CHADEMO J1772COMBO,US,public
PW PARKING PARK PLAZA 01,923 Commerce St,Tacoma,WA,98402,E,47.254518,-122.439253,99620,,J1772,US,public
PW PARKING PKG-PAC PLAZA,1301 Pacific Ave,Tacoma,WA,98402,E,47.251655,-122.437656,99621,,J1772,US,public
QBRC QBRC 1,78 SR 115,Ocean Shores,WA,98569,E,47.042642,-124.170682,99705,,J1772,US,public
PORT VANCOUVER ADMIN,3103 NW Lower River Rd,Vancouver,WA,98660,E,45.643429,-122.704219,99807,,J1772,US,public
BLOCK C LOT 8 STARBUCKS WOODI,13780 NE 175th St,Woodinville,WA,98072,E,47.754851,-122.155601,100012,,J1772,US,public
THE101 EV STATION 01,131 Kirkland Avenue,Kirkland,WA,98033,E,47.675309,-122.205499,100029,,J1772,US,public
ESSEX HIGHLANDS,1460 NE Hawthorne Street,Issaquah,WA,98029,E,47.545075,-122.008911,100055,,J1772,US,public
LeMay-America's Car Museum,2702 E D St,Tacoma,WA,98421,E,47.234898,-122.429536,100242,,CHADEMO J1772 J1772COMBO,US,public
KITSAP COUNTY KITSAP CRTHSE,614 Divison Street,Port Orchard,WA,98366,E,47.537361,-122.638913,100287,,J1772,US,public
BLACKRIVER JSH DUAL #1,923 Powell Ave SW,Renton,WA,98057,E,47.471546,-122.232002,100346,,J1772,US,public
BLACKRIVER BLACKRIVER #3,620 Naches Ave SW,Renton,WA,98057,E,47.474427,-122.233381,100365,,J1772,US,public
CHARGEPOINT CENTRAL MARKET,20148 10th Ave. NE,Poulsbo,WA,98370,E,47.746624,-122.636916,100402,,J1772,US,public
MTE EDMONDS SCHOOL,21975 52nd Ave W,Mountlake Terrace,WA,98043,E,47.798901,-122.3025,100416,,J1772,US,public
Visitor Center - Tesla Supercharger,416 Wishkah Street,Aberdeen,WA,98520,E,46.9767,-123.8135,102483,2017-01-15,TESLA,US,public
Angel of the Winds Casino - Tesla Supercharger,3438 Stoluckquamish Lane,Arlington,WA,98223,E,48.2124,-122.1835,102484,2017-03-01,TESLA,US,public
Fairfield Inn & Suites Burlington - Tesla Supercharger,9384 Old Highway 99 North,Burlington,WA,98233,E,48.5097,-122.3387,102485,2013-06-01,TESLA,US,public
Centralia Outlets - Tesla Supercharger,1200 Lum Rd,Centralia,WA,98531,E,46.7299,-122.9774,102486,2013-06-01,TESLA,US,public
Holiday Inn Express Ellensburg - Tesla Supercharger,1620 Canyon Rd,Ellensburg,WA,98926,E,46.9769,-120.5416,102487,2013-12-15,TESLA,US,public
Fred Meyer - Tesla Supercharger,2811 West 10th Ave.,Kennewick,WA,99336,E,46.198,-119.1627,102488,2015-08-01,TESLA,US,public
Fred Meyer - Tesla Supercharger,2902 164th Street SW,Lynnwood,WA,98087,E,47.8467,-122.2714,102489,2018-07-23,TESLA,US,public
Best Western Plus Bronco Inn - Tesla Supercharger,105 W Galbreath Way,Ritzville,WA,99169,E,47.1163,-118.3683,102491,2014-06-15,TESLA,US,public
Holiday Inn Express & Suites - Tesla Supercharger,1441 E Washington Street,Sequim,WA,98382,E,48.0711,-123.0746,102492,2017-09-01,TESLA,US,public
Fred Meyer Salmon Creek - Tesla Supercharger,800 NE Tenney Road,Vancouver,WA,98685,E,45.7216,-122.6638,102493,2018-07-23,TESLA,US,public
Dan's Food Market - Tesla Supercharger,1329 US-2,Leavenworth,WA,98826,E,47.5985,-120.6561,102594,2018-07-01,TESLA,US,public
Fort Lewis,McKinley Ave & Garfield St,Fort Lewis,WA,98433,E,47.10579,-122.539,102639,2018-09-01,J1772,US,private
Olympic National Park - Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Rd,Port Angeles,WA,98363,E,47.96937,-123.86338,103554,2018-09-01,J1772,US,public
Olympic National Park - Sol Duc Hot Springs Resort,12076 Sol Duc Hot Springs Rd,Port Angeles,WA,98363,E,47.96937,-123.86338,103555,2018-09-01,J1772,US,private
DC CORRIDOR NORTHGATE DC1,9800 4th Ave NE,Seattle,WA,98115,E,47.700774,-122.323775,103573,,CHADEMO J1772COMBO,US,public
Yakima,51 Firing Center Rd,Yakima,WA,98901,E,46.677586,-120.47913,103581,,CHADEMO J1772 J1772COMBO,US,public
Pasco,2411 W Court St,pasco,WA,99301,E,46.242178,-119.124215,103586,,CHADEMO J1772 J1772COMBO,US,public
Wandermere,438 E Hasting Rd.,Spokane,WA,99218,E,47.768906,-117.401929,103612,,CHADEMO J1772 J1772COMBO,US,public
FACEBOOK SEA FACEBOOK SEA 6,1101 Dexter Ave N,Seattle,WA,98109,E,47.628509,-122.342643,103652,,J1772,US,public
1101 WESTLAKE FB WESTLAKE 2,1101 Westlake Ave N,Seattle,WA,98109,E,47.6289,-122.341536,103654,,J1772,US,public
TAO FAWU FARM STATION 1,3825 Cabrant Rd,Everson,WA,98247,E,48.893943,-122.280461,103819,,J1772,US,public
STEVENS PASS SPMR DUAL #2,Stevens Pass Mountain Resort,Skykomish,WA,98288,E,47.746319,-121.089984,103884,,J1772,US,public
STEVENS PASS SPMR DUAL #1,Stevens Pass Mountain Resort  Skykomish Washi,Skykomish,WA,98288,E,47.746482,-121.090001,103885,,J1772,US,public
Seabrook Street Parking,169 Blackberry St,Copalis Crossing,WA,98356,E,47.195359,-124.196082,103924,2014-02-01,J1772,US,public
Gull Wing Inn,4852 Pacific Ave,Moclips,WA,98562,E,47.24044,-124.216904,103925,2017-07-01,J1772,US,public
Washington State Department of Ecology - Public Parking Lot,4601 N Monroe St,Spokane,WA,99205,E,47.700624,-117.425573,104058,2018-10-01,J1772,US,public
AMLI MARK 24 MARK 24 1,2428 NW Market St,Seattle,WA,98107,E,47.668955,-122.388808,104162,,J1772,US,public
KIRKLAND MARINA DUAL 2,52 Kirkland Ave,Kirkland,WA,98033,E,47.675556,-122.207383,104227,,J1772,US,public
Ilani Casino Resort,3710 NW 319th St,Ridgefield,WA,98642,E,45.852337,-122.708397,104265,2018-10-01,J1772,US,public
DC CORRIDOR SEATTLE MINI,11536 Lake City Way NE,Seattle,WA,98125,E,47.713224,-122.298415,104285,,CHADEMO J1772COMBO,US,public
DC CORRIDOR PAC SCI L2,200 2nd Ave N,Seattle,WA,98109,E,47.619056,-122.352371,104286,,J1772,US,public
UWMC SURGERY STATION 2,1959 NE Pacific St,Seattle,WA,98195,E,47.649948,-122.30746,104371,,J1772,US,public
BMGF EV STATION 02,500 5th Ave N,Seattle,WA,98109,E,47.624211,-122.346218,104381,,J1772,US,public
Pacific Raceways,31001 144th Ave SE,Kent,WA,98042,E,47.320954,-122.13822,104408,2017-04-01,TESLA,US,public
Fred Meyer - Tesla Supercharger,6100 East Lake Sammamish Parkway SE,Issaquah,WA,98029,E,47.5481,-122.04,104446,2018-10-01,TESLA,US,public
Bedrooms & More,324 NE 45th St,Seattle,WA,98105,E,47.661582,-122.32426,104475,2018-10-01,J1772,US,public
ISD411 ADMIN CENTER 1,5150 220th Ave SE,Issaquah,WA,98029,E,47.55493,-122.047455,104574,,J1772,US,public
Guy Waring Guest House,100 Riverside Ave,Winthrop,WA,98862,E,48.479357,-120.186033,104823,2018-01-01,J1772,US,public
Grand Mound Liquor Store,19947 Old Highway 99 SW,Rochester,WA,98579,E,46.798453,-123.0123,104981,2017-01-01,J1772,US,public
KING COUNTY DOT FACTORIA TRANSF,13800 SE 32nd St,Bellevue,WA,98005,E,47.582336,-122.158644,105066,,J1772,US,public
ALJOYA 1 EV CHARGER,2430 76th Ave SE,Mercer Island,WA,98040,E,47.588122,-122.237206,105118,,J1772,US,public
Colville City Hall,158 E 1st Ave,Colville,WA,99114,E,48.543915,-117.904797,105123,,J1772,US,public
Somerset Gardens Apartments,14700 NE 29th Pl,Bellevue,WA,98007,E,47.636824,-122.144188,105138,,J1772,US,public
INSIGNIA 953 215 216,583 Battery St,Seattle,WA,98121,E,47.616992,-122.343984,105150,,J1772,US,public
City of Renton - City Hall,1055 S Grady Way,Renton,WA,98057,E,47.474537,-122.204976,105263,2017-01-12,J1772,US,private
Bud Clary Chevrolet,1030 Commerce Ave,Longview,WA,98632,E,46.132245,-122.935179,105359,2018-12-01,J1772COMBO,US,private
Harvest Chevrolet,1600 E Yakima Ave,Yakima,WA,98901,E,46.604239,-120.481583,105361,2018-12-01,J1772 J1772COMBO,US,public
Cascade Chevrolet,148 Easy St,Wenatchee,WA,98801,E,47.467463,-120.336918,105362,2018-12-01,J1772 J1772COMBO,US,public
Angel of the Winds Casino - Tesla Destination,3438 Stoluckquamish Ln,Arlington,WA,98223,E,48.214506,-122.185718,116073,2017-03-01,TESLA,US,public
Alexander's Lodge & Restaurant - Tesla Destination,37515 SR 706 E,Ashford,WA,98304,E,46.751481,-121.93684,116074,2016-04-01,TESLA,US,public
Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,11010 NE 8th St,Bellevue,WA,98004,E,47.617665,-122.193105,116075,2017-03-01,TESLA,US,public
Marriott Bellevue - Tesla Destination,200 110th Ave,Bellevue,WA,98004,E,47.61273,-122.192893,116076,2015-12-01,J1772 TESLA,US,public
Marriott AC Bellevue - Tesla Destination,208 106th Pl NE,Bellevue,WA,98004,E,47.612127,-122.198017,116077,2018-11-01,J1772 TESLA,US,public
Hilton Bellevue - Tesla Destination,300 112th Ave SE,Bellevue,WA,98004,E,47.607119,-122.190562,116078,2015-12-01,J1772 TESLA,US,public
Hotel Bellwether - Tesla Destination,1 Bellwether Way,Bellingham,WA,98225,E,48.754134,-122.497055,116079,2016-04-01,J1772 TESLA,US,public
Best Western Plus Heritage Inn - Tesla Destination,151 McLeod Rd,Bellingham,WA,98226,E,48.783141,-122.484001,116080,2014-03-21,TESLA,US,public
Oxford Suites Bellingham - Tesla Destination,4051  Meridian St,Bellingham,WA,98226,E,48.788433,-122.487733,116081,2016-04-01,J1772 TESLA,US,public
Hamilton Cellars - Tesla Destination,55410 N Sunset Rd,Benton City,WA,99320,E,46.293791,-119.451533,116082,2015-11-01,J1772 TESLA,US,public
Semiahmoo Resort & Spa - Tesla Destination,9565 Semiahmoo Pkwy,Blaine,WA,98230,E,48.990492,-122.774463,116083,2014-04-01,TESLA,US,public
Carson Ridge Luxury Cabins - Tesla Destination,1261 Wind River Rd,Carson,WA,98610,E,45.729351,-121.821302,116084,2016-06-01,J1772 TESLA,US,public
Hotel Cathlamet - Tesla Destination,69 Main St,Cathlamet,WA,98612,E,46.20249,-123.3842,116085,2018-10-01,TESLA,US,public
Fielding Hills Winery - Tesla Destination,565 S Lakeshore Dr,Chelan,WA,98816,E,47.842235,-120.098116,116086,2018-11-01,TESLA,US,public
Suncadia Resort - Tesla Destination,3600 Suncadia Trl,Cle Elum,WA,98922,E,47.208469,-121.019582,116087,2017-09-01,TESLA,US,public
The Four Points by Sheraton Seattle Airport South - Tesla Destination,22406 Pacific Highway S,Des Moines,WA,98198,E,47.400631,-122.296989,116088,2016-01-01,J1772 TESLA,US,public
Best Western Plus Evergreen Inn & Suites - Tesla Destination,32124 25th Ave S,Federal Way,WA,98003,E,47.313655,-122.300511,116089,2015-11-01,TESLA,US,public
Quillayute River Resort - Tesla Destination,473 Mora Rd,Forks,WA,98331,E,47.915109,-124.544883,116090,2017-03-01,TESLA,US,public
Island Athletic Club - Tesla Destination,5511 S Freeland Ave,Freeland,WA,98249,E,48.010776,-122.533294,116091,2016-12-15,TESLA,US,public
Ocean5 - Tesla Destination,5268 Point Fosdick Dr NW,Gig Harbor,WA,98335,E,47.306053,-122.581125,116092,2018-11-01,J1772 TESLA,US,public
Best Western Wesley Inn - Tesla Destination,6575 Kimball Dr,Gig Harbor,WA,98335,E,47.318297,-122.585569,116093,2015-10-01,TESLA,US,public
Holiday Inn Seattle-Issaquah - Tesla Destination,1801 12th Ave NW,Issaquah,WA,98027,E,47.55146,-122.057884,116094,2018-11-01,J1772 TESLA,US,public
Badger Mountain Vineyard & Powers Winery - Tesla Destination,1106 N Jurupa St,Kennewick,WA,99338,E,46.212821,-119.287621,116095,2017-09-01,J1772 TESLA,US,public
Hampton Inn Kennewick at Southridge - Tesla Destination,3715 Plaza Wy,Kennewick,WA,99338,E,46.177254,-119.189388,116096,2016-02-01,J1772 TESLA,US,public
Saratoga Inn - Tesla Destination,201 Cascade Ave,Langley,WA,98260,E,48.039217,-122.406285,116097,2016-02-01,J1772 TESLA,US,public
The Inn at Langley - Tesla Destination,400 1st St.,Langley,WA,98260,E,48.041286,-122.41057,116098,2016-11-01,J1772 TESLA,US,public
Mountain Springs Lodge - Tesla Destination,19115 Chiwawa Loop Rd,Leavenworth,WA,98826,E,47.767847,-120.647931,116099,2015-09-16,TESLA,US,public
Sleeping Lady Mountain Resort - Tesla Destination,7375 Icicle Rd,Leavenworth,WA,98826,E,47.552479,-120.683708,116100,2018-11-01,J1772 TESLA,US,public
Alta Cellars - Tesla Destination,135 Wapato Wy,Manson,WA,98831,E,47.886161,-120.162695,116101,2018-11-01,TESLA,US,public
Hard Row to Hoe Vineyards - Tesla Destination,300 Ivan Morse Rd,Manson,WA,98831,E,47.895355,-120.131355,116102,2018-11-01,TESLA,US,public
Moonstone Beach Motel - Tesla Destination,4849 Pacific Ave,Moclips,WA,98562,E,47.24085,-124.217009,116103,2017-09-01,TESLA,US,public
Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,2380 S Maiers Rd,Moses Lake,WA,98837,E,47.103231,-119.251047,116104,2017-05-05,TESLA,US,public
Adytum Sanctuary - Tesla Destination,186 Skyview Dr,Mossyrock,WA,98564,E,46.544781,-122.510619,116105,2017-09-01,J1772 TESLA,US,public
Hobuck Beach  Resort - Tesla Destination,2726 Makah Passage,Neah Bay,WA,98357,E,48.34003708,-124.6635398,116106,2015-10-01,TESLA,US,public
Hobuck Beach Resort  RV Camping - Tesla Destination,3346 Makah Passage,Neah Bay,WA,98357,E,48.33322634,-124.6597789,116107,2015-11-01,TESLA,US,public
Swantown Inn & Spa - Tesla Destination,1431 11th Ave SE,Olympia,WA,98501,E,47.039005,-122.882307,116108,2016-02-01,J1772 TESLA,US,public
Hotel RL by Red Lion - Tesla Destination,2300 Evergreen Park Dr SW,Olympia,WA,98502,E,47.027314,-122.913355,116109,2016-08-15,J1772 TESLA,US,public
Veranda Beach Resort - Tesla Destination,299 Eastlake Rd,Oroville,WA,98844,E,48.98807,-119.42111,116110,2017-09-01,J1772 TESLA,US,public
Red Lion Hotel Pasco - Tesla Destination,2525 North 20th Ave,Pasco,WA,99301,E,46.250777,-119.116704,116111,2016-03-01,J1772 TESLA,US,public
Camaraderie Cellars - Tesla Destination,334 Benson Rd,Port Angeles,WA,98363,E,48.100859,-123.477344,116112,2017-09-01,J1772 TESLA,US,public
Colette's Bed and Breakfast - Tesla Destination,339 Finn Hall Rd,Port Angeles,WA,98362,E,48.115112,-123.26831,116113,2015-10-01,TESLA,US,public
"George Washington Inn, a Select Registry Property - Tesla Destination",939 Finn Hall Rd,Port Angeles,WA,98362,E,48.114711,-123.255463,116114,2015-10-01,J1772 TESLA,US,public
Holiday Inn Express Pullman - Tesla Destination,1190 SE Bishop Blvd,Pullman,WA,99163,E,46.716046,-117.165781,116115,2016-03-01,J1772 TESLA,US,public
Hampton Inn and Suites Puyallup - Tesla Destination,1515 S Meridian,Puyallup,WA,98371,E,47.177152,-122.293198,116116,2017-09-01,TESLA,US,public
Cave B Estate Winery & Resort - Tesla Destination,344 Silica Rd NW,Quincy,WA,98848,E,47.097647,-119.984624,116117,2015-11-01,J1772 TESLA,US,public
Seattle Marriott Redmond - Tesla Destination,7401 164th Ave NE,Redmond,WA,98052,E,47.671181,-122.121739,116118,2016-01-01,J1772 TESLA,US,public
Homewood Suites Richland - Tesla Destination,1060 George Washington Wy,Richland,WA,99352,E,46.281441,-119.273011,116119,2017-09-01,J1772 TESLA,US,public
Hampton Inn Richland/Tri-Cities - Tesla Destination,486 Bradley Blvd,Richland,WA,99352,E,46.271502,-119.270271,116120,2017-09-01,J1772 TESLA,US,public
Thompson Seattle - Tesla Destination,100 Stewart St,Seattle,WA,98101,E,47.610439,-122.341484,116121,2017-03-01,J1772 TESLA,US,public
Hotel 1000 - Tesla Destination,1000 1st Ave,Seattle,WA,98104,E,47.605051,-122.336105,116122,2016-05-01,J1772 TESLA,US,public
Motif Seattle - Tesla Destination,1415  5th Ave,Seattle,WA,98101,E,47.61002,-122.33542,116123,2015-10-01,J1772 TESLA,US,public
Hotel Theodore - Tesla Destination,1531  7th Ave,Seattle,WA,98101,E,47.612293,-122.334423,116124,2018-11-01,TESLA,US,public
Cedarbrook Lodge - Tesla Destination,18525 36th Ave S,Seattle,WA,98188,E,47.436906,-122.288434,116125,2015-12-01,J1772 TESLA,US,public
Seattle Marriott Waterfront - Tesla Destination,2100 Alaskan Way,Seattle,WA,98121,E,47.610669,-122.346572,116126,2015-10-01,J1772 TESLA,US,public
Bedrooms & More - Tesla Destination,324 NE 45th St,Seattle,WA,98105,E,47.661582,-122.32426,116128,2018-10-01,TESLA,US,public
400 Fairview - Tesla Destination,400 Fairview Ave N,Seattle,WA,98109,E,47.622547,-122.333912,116129,2016-01-01,J1772 TESLA,US,public
The Fairmont Olympic Hotel - Tesla Destination,411 University St,Seattle,WA,98101,E,47.608017,-122.334861,116130,2015-10-01,J1772 TESLA,US,public
Residence Inn by Marriott Seattle University Distric - Tesla Destination,4501  12th Ave NE,Seattle,WA,98105,E,47.661707,-122.315765,116131,2017-09-01,TESLA,US,public
Hampton Inn and Suites Seattle-Downtown - Tesla Destination,500 5th Ave N,Seattle,WA,98109,E,47.623506,-122.345644,116132,2017-09-01,TESLA,US,public
Four Points by Sheraton Downtown Seattle Center - Tesla Destination,601 Roy St,Seattle,WA,98109,E,47.625122,-122.344482,116133,2017-09-01,TESLA,US,public
Hotel Max - Tesla Destination,620 Stewart St,Seattle,WA,98101,E,47.614216,-122.336606,116134,2015-12-01,TESLA,US,public
Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,907 14th Ave E,Seattle,WA,98112,E,47.627028,-122.314916,116135,2015-11-01,TESLA,US,public
Four Seasons Hotel Seattle - Tesla Destination,99 Union St,Seattle,WA,98101,E,47.607379,-122.339155,116136,2015-12-01,TESLA,US,public
Shelburne Inn Restaurant & Pub - Tesla Destination,4415 Pacific Way,Seaview,WA,98644,E,46.334798,-124.055076,116137,2015-12-11,J1772 TESLA,US,public
Lost Mountain Lodge - Tesla Destination,303 Sunny View Dr,Sequim,WA,98382,E,48.062316,-123.168212,116138,2017-09-01,TESLA,US,public
GreenHouse Inn by the Bay - Tesla Destination,630 Marine Dr,Sequim,WA,98382,E,48.148748,-123.153244,116139,2017-03-01,TESLA,US,public
Snoqualmie Casino - Tesla Destination,37500 SE N Bend Wy,Snoqualmie,WA,98065,E,47.516794,-121.840364,116141,2018-11-01,TESLA,US,public
The Davenport Hotel - Tesla Destination,10 S Post St,Spokane,WA,99201,E,47.656878,-117.424256,116142,2015-11-01,TESLA,US,public
The Davenport Tower - Tesla Destination,111 Post St,Spokane,WA,99201,E,47.656255,-117.422986,116143,2015-12-01,TESLA,US,public
Oxford Suites Spokane - Tesla Destination,115 W North River Dr,Spokane,WA,99201,E,47.663441,-117.412777,116144,2015-11-01,J1772 TESLA,US,public
Hampton Inn Airport Spokane - Tesla Destination,2010 S Assembly Rd,Spokane,WA,99224,E,47.637222,-117.477034,116145,2016-01-01,J1772 TESLA,US,public
DoubleTree by Hilton Spokane City Center - Tesla Destination,322 N Spokane Falls Ct,Spokane,WA,99201,E,47.660571,-117.414248,116146,2016-03-01,J1772 TESLA,US,public
The Davenport Grand Hotel - Tesla Destination,333 W Spokane Falls Blvd,Spokane,WA,99201,E,47.659765,-117.417374,116147,2015-10-01,TESLA,US,public
The Hotel Lusso - Tesla Destination,808 W Sprague Ave,Spokane,WA,99201,E,47.65736,-117.424,116148,2015-11-01,TESLA,US,public
Hilton Garden Inn Spokane Airport - Tesla Destination,9015 W Hwy 2,Spokane,WA,99224,E,47.642939,-117.537822,116149,2017-09-01,J1772 TESLA,US,public
Oxford Suites Spokane Valley - Tesla Destination,15015  E Indiana Ave,Spokane Valley,WA,99216,E,47.675378,-117.206738,116150,2017-03-01,J1772 TESLA,US,public
Skamania Lodge - Tesla Destination,1131  Skamania Lodge Way,Stevenson,WA,98648,E,45.685326,-121.905864,116151,2016-04-01,J1772 TESLA,US,public
Hotel Murano - Tesla Destination,1320 Broadway Plaza,Tacoma,WA,98444,E,47.2499,-122.43955,116152,2015-10-01,TESLA,US,public
Best Western Plus Tacoma Dome Hotel - Tesla Destination,2611 East E St,Tacoma,WA,98421,E,47.238612,-122.426701,116153,2015-12-01,TESLA,US,public
Alderbrook Resort & Spa - Tesla Destination,10 E Alderbrook Dr,Union,WA,98592,E,47.347192,-123.067683,116154,2015-12-01,J1772 TESLA,US,public
Heathman Lodge - Tesla Destination,7801 NE Greenwood Dr,Vancouver,WA,98662,E,45.65327,-122.591984,116155,2018-10-01,J1772 TESLA,US,public
Dunham Wine Cellars - Tesla Destination,150 E Boeing,Walla Walla,WA,99362,E,46.089319,-118.278677,116156,2016-02-01,TESLA,US,public
Pepper Bridge Winery - Tesla Destination,1704  J.B. George Rd,Walla Walla,WA,99362,E,46.012334,-118.369889,116157,2015-12-01,J1772 TESLA,US,public
Inn at Abeja - Tesla Destination,2014 Mill Creek Rd,Walla Walla,WA,99362,E,46.087373,-118.226734,116158,2015-11-01,TESLA,US,public
Amavi Cellars - Tesla Destination,3796 Peppers Bridge Rd,Walla Walla,WA,99362,E,46.016072,-118.385963,116159,2015-10-01,J1772 TESLA,US,public
Marcus Whitman Hotel - Tesla Destination,6 W Rose St,Walla Walla,WA,99362,E,46.067801,-118.341422,116160,2016-12-15,J1772 TESLA,US,public
Corvus Cellars - Tesla Destination,760 C St,Walla Walla,WA,99362,E,46.085975,-118.278024,116161,2015-11-01,TESLA,US,public
Warm Springs Inn & Winery - Tesla Destination,1611 Love Ln,Wenatchee,WA,98801,E,47.47487,-120.376005,116162,2015-12-01,TESLA,US,public
Cranberry Road Winery - Tesla Destination,2858 S Forrest St,Westport,WA,98595,E,46.860034,-124.107732,116163,2017-03-01,TESLA,US,public
Sun Mountain Lodge - Tesla Destination,604 Patterson Lake Rd,Winthrop,WA,98862,E,48.476863,-120.255895,116164,2016-03-01,J1772 TESLA,US,public
Willows Lodge - Tesla Destination,14850 NE 145th St,Woodinville,WA,98072,E,47.732964,-122.141228,116165,2018-11-01,TESLA,US,public
Holiday Inn Downtown Yakima - Tesla Destination,802 E Yakima Ave,Yakima,WA,98901,E,46.604581,-120.494951,116167,2018-11-01,TESLA,US,public
Legacy Villa,21900 E Country,Vista Dr,WA,99019,E,47.667043,-117.110447,116741,,J1772,US,public
Spokane Indians,602 N. Havana,Spokane Valley,WA,99202,E,47.662013,-117.346294,116743,,J1772,US,public
Cle Elum Business Park - Tesla Supercharger,811 WA-970 Cle,Cle Elum,WA,98922,E,47.1893,-120.9027,116820,2018-12-01,TESLA,US,public
Vancouver Mall - North,8700 NE Vancouver Mall Dr,Vancouver,WA,98662,E,45.658846,-122.583487,117128,2019-01-01,J1772,US,public
Issaquah Medical Building,1301 4th Ave NW,Issaquah,WA,98027,E,47.544345,-122.041774,117285,2018-09-13,J1772,US,private
Bellevue City Hall,450 110th Ave NE,Bellevue,WA,98004,E,47.614293,-122.192294,117286,2018-12-03,J1772,US,private
Midtown 21,1007 Stewart St,Seattle,WA,98101,E,47.616299,-122.333034,117287,2018-12-26,J1772,US,public
SRO SP2,3545 Factoria Blvd SE,Bellevue,WA,98006,E,47.578255,-122.17137,117302,,J1772,US,public
SRO SP1,3535 Factoria Blvd SE,Bellevue,WA,98006,E,47.578784,-122.171273,117303,,J1772,US,public
SRO ICC #1,2411 76th Ave SE,Mercer Island,WA,98040,E,47.588561,-122.238129,117304,,J1772,US,public
UNIVERSITYPLACE UP CH #3,3555 Market Pl W,University Place,WA,98466,E,47.226352,-122.536126,117456,,J1772,US,public
UNIVERSITYPLACE UP CH #2,3610 Drexler Dr,University Place,WA,98466,E,47.226253,-122.536134,117457,,J1772,US,public
CLOVER PARK TEC BUILDING 24 #1,4500 Steilacoom Blvd SW,Lakewood,WA,98499,E,47.174795,-122.499877,117543,,J1772,US,public
TACOMA PARKS EASTSIDE #2,1721 E 56th St,Tacoma,WA,98404,E,47.207023,-122.405253,119017,,J1772,US,public
JLR BELLEVUE DC FAST 01,13817 NE 20th St,Bellevue,WA,98005,E,47.627443,-122.155925,119039,,J1772COMBO,US,public
ALLEN INSTITUTE SOUTH,615 Westlake Ave N,Seattle,WA,98109,E,47.625077,-122.339032,120879,,J1772,US,public
European Autohaus,6510 W THORPE RD,Spokane,WA,99224,E,47.614336,-117.503088,120898,,J1772,US,public
RED 160,16015 Cleveland St,Redmond,WA,98052,E,47.674374,-122.127167,120927,,J1772,US,public
TPU TPU HQ #8,3408 S Union Ave,Tacoma,WA,98409,E,47.228589,-122.484377,120962,,J1772,US,public
PACIFIC LUTH U STATION 3,508 122nd St S,Tacoma,WA,98447,E,47.145098,-122.438741,121095,,J1772,US,public
PACIFIC LUTH U STATION 2,512 122nd St S,Tacoma,WA,98447,E,47.145084,-122.438862,121096,,J1772,US,public
SIA ECO 2,W McFarlane Rd,Spokane,WA,99224,E,47.630024,-117.538342,121126,,J1772,US,public
TPU TPU OLD TOWN #2,2222 N 30th St,Tacoma,WA,98403,E,47.274538,-122.466743,121216,,J1772,US,public
INTEGRAND TROVE,218 N Samish Way,Bellingham,WA,98225,E,48.738079,-122.469392,121382,,J1772,US,public
521606-CIVICA OFFICE COMMONS,225-108TH AVE NE,BELLEVUE,WA,98004,E,47.6123,-122.1966,121397,,J1772,US,public
T-MOBILE PARK GRIFFEY,1518 1st Ave S,Seattle,WA,98134,E,47.589593,-122.332945,121549,,J1772,US,public
King County Housing Authority - Main Office,600 Andover Park West,Tukwila,WA,98188,E,47.44897,-122.25331,121601,,J1772,US,public
"Walmart 2539 - Spokane Valley, WA",15727 E Broadway Ave,Spokane Valley,WA,99037,E,47.665596,-117.190123,121703,,CHADEMO J1772COMBO,US,public
North Bend Premium Outlets,461 S. Fork Avenue,North Bend,WA,98045,E,47.491288,-121.793559,121704,,CHADEMO J1772COMBO,US,public
Walmart 2947 Vancouver,9000 NE HIGHWAY 99,Vancouver,WA,98665,E,45.687387,-122.660913,121709,,CHADEMO J1772COMBO,US,public
Naval Facilities Engineering Command - Naval Air Station Whidbey Island - B103,1115 W Lexington St,Oak Harbor,WA,98278,E,48.343208,-122.674995,122106,2019-02-01,J1772,US,private
Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1035 Trident Blvd,Silverdale,WA,98315,E,47.658,-122.712,122107,2019-02-01,NEMA520,US,private
Naval Facilities Engineering Command - Bangor Trident Base - Building 1100,1036 Trident Blvd,Silverdale,WA,98315,E,47.658,-122.712,122108,2019-02-01,J1772,US,private
Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1037 Trident Blvd,Silverdale,WA,98315,E,47.658,-122.712,122109,2019-02-01,NEMA520,US,private
Naval Facilities Engineering Command - Bangor Trident Base - Building 1101,1038 Trident Blvd,Silverdale,WA,98315,E,47.658,-122.712,122110,2019-02-01,J1772,US,private
